Country of Origin,Altitude,Harvest Year,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Category One Defects,Color,Category Two Defects,Specialty
Malawi,1100.0,2014,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,850.0,2014,Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,0,,0,No Specialty
Brazil,1260.0,2013/2014,Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,0,Blue-Green,3,No Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,0,Green,1,No Specialty
Mexico,1400.0,2013,Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,0,Green,9,No Specialty
Mexico,1600.0,2012,Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,0,,0,No Specialty
Mexico,1650.0,2012,Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,0,,2,No Specialty
Thailand,1499.9208,2011,,,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,0,,0,No Specialty
Thailand,,2011,,,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,0,,0,No Specialty
Costa Rica,1600.2,,,,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,0,,1,No Specialty
Guatemala,1219.2,2017,Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,0,Green,0,No Specialty
Nicaragua,1100.0,2017,Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,0,Green,3,No Specialty
Honduras,1400.0,2017,Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,0,Green,5,No Specialty
Guatemala,,2017,Bourbon,,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,180.0,2015,Typica,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,0,Green,2,No Specialty
Myanmar,1219.2,2015,Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,0,Green,4,No Specialty
Costa Rica,1200.0,2014,Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,1,Green,2,No Specialty
Malawi,1599.0,2014,Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,1219.2,2014,Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,900.0,2014,Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,0,Blue-Green,0,No Specialty
Brazil,1200.0,2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,1,Green,1,No Specialty
Haiti,825.0,2013,Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,0,Bluish-Green,0,No Specialty
Taiwan,600.0,2013/2014,Typica,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1150.0,2013,Typica,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1600.0,2012,Typica,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,0,Green,5,No Specialty
Mexico,1100.0,2012,Catuai,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,0,Green,10,No Specialty
Mexico,1000.0,2012,Typica,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0,Green,6,No Specialty
Mexico,1250.0,2012,Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,0,Green,5,No Specialty
Mexico,1100.0,2012,Typica,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,0,Green,3,No Specialty
Indonesia,1400.0,2012,Other,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,125.0,2012,Bourbon,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,0,Blue-Green,2,No Specialty
Guatemala,,2012,Bourbon,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,0,Green,1,No Specialty
Colombia,1450.0,Abril - Julio,,,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,1,,0,No Specialty
United States (Hawaii),,,,,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,10.0,0,,17,No Specialty
Mexico,1100.0,2017,Mundo Novo,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,1,Green,17,No Specialty
Guatemala,1371.6,2016,Catuai,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,1100.0,2015/2016,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,0,Green,2,No Specialty
Honduras,1400.0,2015,Catuai,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,0,Green,1,No Specialty
Taiwan,110.0,2014,Typica,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,0,Green,0,No Specialty
Malawi,1422.0,2014,Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,0,Bluish-Green,0,No Specialty
Brazil,1100.0,2014/2015,Bourbon,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,1550.0,2014,Bourbon,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,0,Green,6,No Specialty
Mexico,1550.0,2014,Typica,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,1,Green,1,No Specialty
Peru,,2013,,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,1,Bluish-Green,5,No Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,0,Green,4,No Specialty
Mexico,763.0,2012,Caturra,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,1,,8,No Specialty
Mexico,1100.0,2012,Typica,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,0,,1,No Specialty
Colombia,1750.0,2011,Caturra,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,0,Green,0,No Specialty
Colombia,1880.0,4T72010,,,7.75,7.33,7.42,7.0,7.33,7.25,10.0,10.0,10.0,0,,2,No Specialty
United States (Hawaii),,,Peaberry,,7.83,7.0,7.0,7.58,7.58,7.5,10.0,10.0,10.0,0,,10,No Specialty
Colombia,,2016,Caturra,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10.0,10.0,10.0,0,,0,No Specialty
Honduras,1500.0,2016 / 2017,Caturra,Washed / Wet,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,0,Bluish-Green,3,No Specialty
Mexico,1130.0,2016,,,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,1100.0,2015/2016,Catuai,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0,Green,14,No Specialty
Honduras,1350.0,2015,Catuai,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,0,Green,4,No Specialty
Brazil,1200.0,2014/2015,Yellow Bourbon,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,0,Green,6,No Specialty
Philippines,1400.0,2014,Other,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,0,Green,3,No Specialty
Malawi,1200.0,2014,Gesha,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,0,Green,1,No Specialty
Honduras,1450.0,2014,Catuai,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,0,Green,3,No Specialty
Mexico,1800.0,2012,Typica,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,4,Green,13,No Specialty
Mexico,1000.0,2012,Typica,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,10.0,0,,4,No Specialty
Brazil,1100.0,,Catuai,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,0,Green,0,No Specialty
Taiwan,680.0,2015,Typica,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,0,Green,0,No Specialty
Brazil,1.0,2015/2016,Yellow Bourbon,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,0,Green,1,No Specialty
Nicaragua,1100.0,2015,Catuai,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,0,Green,4,No Specialty
Honduras,1400.0,2015,Catuai,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,0,Green,1,No Specialty
Guatemala,1700.0,2014,Pacamara,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,0,Bluish-Green,2,No Specialty
"Tanzania, United Republic Of",1700.0,2014,Other,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,0,Green,5,No Specialty
Taiwan,650.0,2013/2014,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,1524.0,2013,Caturra,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,0,Green,4,No Specialty
Mexico,1500.0,2012,Typica,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,0,Green,1,No Specialty
Nicaragua,1200.0,2016,,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,10.0,0,Green,7,No Specialty
"Tanzania, United Republic Of",1050.0,2015/2016,Bourbon,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1200.0,2015,Caturra,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,0,Green,10,No Specialty
Costa Rica,1300.0,2015,Caturra,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,0,Bluish-Green,0,No Specialty
Honduras,1450.0,2015,Catuai,Natural / Dry,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,0,Green,1,No Specialty
Thailand,1450.0,2014,Caturra,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
Philippines,1200.0,2014,Typica,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,10.0,0,,4,No Specialty
"Tanzania, United Republic Of",1550.0,2014,Bourbon,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,0,Bluish-Green,2,No Specialty
Malawi,995.0,2014,Caturra,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,0,Green,12,No Specialty
Costa Rica,1300.0,2014,Catuai,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,0,Green,3,No Specialty
Brazil,,2013,Catuai,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,0,Green,3,No Specialty
Mexico,1800.0,2012,Typica,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,3,Green,7,No Specialty
Guatemala,1450.0,2012,Caturra,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,0,Green,4,No Specialty
Brazil,1000.0,2012,Mundo Novo,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,0,Green,1,No Specialty
United States (Hawaii),,,,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10.0,3,,0,No Specialty
Ethiopia,,2016,,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,10.0,0,,1,No Specialty
Brazil,695.0,2016,Mundo Novo,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,5,Green,8,No Specialty
Nicaragua,1100.0,2015,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,0,,1,No Specialty
United States,1706.88,2014,Pache Comun,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,0,,0,No Specialty
"Tanzania, United Republic Of",1456.0,2014,Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,0,Green,2,No Specialty
Costa Rica,1500.0,2014,Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,0,Green,0,No Specialty
United States (Puerto Rico),853.44,2013,Other,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,0,Green,0,No Specialty
Mexico,1650.0,2012,Typica,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,5,,16,No Specialty
Mexico,1300.0,2012,Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1642.0,2012,Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,0,Green,5,No Specialty
Mexico,1200.0,2012,Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,0,Green,1,No Specialty
United States (Hawaii),,2012,Hawaiian Kona,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
Brazil,,,Bourbon,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,0,Green,9,No Specialty
El Salvador,1450.0,2017,Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,0,Green,6,No Specialty
Brazil,,2016 / 2017,Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,0,Bluish-Green,3,No Specialty
Guatemala,3280.0,2016,Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,0,Green,8,No Specialty
Colombia,1600.0,2016,Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,0,Green,4,No Specialty
Guatemala,1219.2,2015,Bourbon,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,0,Green,1,No Specialty
Taiwan,758.0,2015,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,0,Bluish-Green,0,No Specialty
Honduras,1350.0,2014,Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,0,Green,1,No Specialty
Brazil,,2014,Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,0,Green,0,No Specialty
"Tanzania, United Republic Of",1525.0,2014,Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,0,Green,5,No Specialty
Uganda,1700.0,2013,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,0,Green,3,No Specialty
Taiwan,1100.0,2013/2014,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Thailand,800.0,2012,,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,0,Green,3,No Specialty
Mexico,950.0,2012,Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,0,Green,12,No Specialty
Mexico,1100.0,2012,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,0,Green,8,No Specialty
Taiwan,200.0,2017,Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
Guatemala,1901.0,2017,Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,0,Green,2,No Specialty
Kenya,1600.0,2017,SL28,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,0,Green,3,No Specialty
Mexico,1100.0,2017,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,0,Green,11,No Specialty
Myanmar,1066.8,2015,Other,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,0,,5,No Specialty
United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,2,Bluish-Green,5,No Specialty
"Tanzania, United Republic Of",1700.0,2014,Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,1200.0,2014/2015,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,0,Green,8,No Specialty
Taiwan,550.0,2014,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,1100.0,2014/2015,Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,0,,0,No Specialty
Nicaragua,1050.0,2013,Caturra,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,1,Green,3,No Specialty
Guatemala,1524.0,2014,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,2,Green,5,No Specialty
Taiwan,900.0,2013/2014,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,0,,0,No Specialty
Taiwan,688.0,2013/2014,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,300.0,2013/2014,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1186.0,2012,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,0,Green,12,No Specialty
Thailand,,,Peaberry,,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,0,,0,No Specialty
Laos,1300.0,2016,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,1200.0,2013,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,0,Green,1,No Specialty
Mexico,1210.0,2012,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,0,Green,7,No Specialty
Mexico,1100.0,2012,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,0,Green,3,No Specialty
Mexico,100.0,2012,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,0,Green,1,No Specialty
United States (Hawaii),,2012,Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,2,Blue-Green,0,No Specialty
Colombia,1800.0,4T/2010,,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,0,,1,No Specialty
Brazil,,2015/2016,,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,0,Green,1,No Specialty
Myanmar,3825.0,2015,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,0,Green,2,No Specialty
Guatemala,1706.88,2015,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,0,Green,1,No Specialty
Nicaragua,110000.0,2015,Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,0,Green,5,No Specialty
Honduras,1450.0,2015,Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,0,Green,2,No Specialty
Panama,1680.0,2014,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,1,Green,4,No Specialty
Honduras,1350.0,2015,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,0,Green,2,No Specialty
Honduras,1450.0,2015,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,0,Green,1,No Specialty
Costa Rica,1300.0,2014,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1200.0,2012,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,0,Green,2,No Specialty
Haiti,1000.0,2012,Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
United States (Hawaii),,2011,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,0,Bluish-Green,6,No Specialty
Taiwan,,2016,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,0,Green,1,No Specialty
Indonesia,1350.0,2015,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,0,Blue-Green,1,No Specialty
Guatemala,1500.0,2015/2016,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,0,Green,0,No Specialty
Costa Rica,185.0,2015,Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,0,Blue-Green,4,No Specialty
Malawi,995.0,2014,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,0,Bluish-Green,1,No Specialty
Mexico,1200.0,2014,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,0,Green,4,No Specialty
Colombia,1550.0,2014,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,0,,1,No Specialty
Guatemala,1550.0,2013,Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,0,Green,5,No Specialty
Guatemala,,2012,Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,0,Green,2,No Specialty
Guatemala,,2012,Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,0,Green,3,No Specialty
Colombia,,,,,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,0,,2,No Specialty
Brazil,,2016,,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,0,Green,7,No Specialty
Nicaragua,,2016,,,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,0,Green,0,No Specialty
"Tanzania, United Republic Of",1400.0,2014,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,0,Bluish-Green,1,No Specialty
Brazil,1200.0,2014/2015,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,0,Green,3,No Specialty
Honduras,1400.0,2014,Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,0,Green,5,No Specialty
Guatemala,1383.792,2014,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,0,Green,5,No Specialty
United States (Hawaii),,,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,0,,0,No Specialty
Colombia,,,,,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,0,,2,No Specialty
Taiwan,50.0,2017,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
Guatemala,1500.0,2017,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,0,Green,4,No Specialty
Honduras,1650.0,2017,Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,0,Green,5,No Specialty
Mauritius,280.0,2016,,,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,1250.0,2015/2016,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,0,Green,3,No Specialty
Myanmar,3800.0,2015,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,0,Green,2,No Specialty
Guatemala,1219.2,2014,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,0,Green,3,No Specialty
Brazil,1250.0,2013,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,0,,10,No Specialty
United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,1,Green,0,No Specialty
Guatemala,1859.28,2013,Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,1,Green,1,No Specialty
Mexico,1450.0,2012,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,0,,1,No Specialty
Honduras,1450.0,2016,,,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,600.0,2014,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,0,Green,0,No Specialty
El Salvador,1450.0,2013,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,0,Green,1,No Specialty
China,1700.0,2013,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,0,Green,14,No Specialty
Taiwan,600.0,2013/2014,Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1050.0,2012,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,2,Green,4,No Specialty
